from,to,total_amount_usd,transfer_count,from_first_funded_by,from_received_volume_usd,from_is_smart_contract,to_first_funded_by,to_received_volume_usd,to_is_smart_contract
0x1469e49b7e520c997dcc75f34f0d812b2ee751aa,0x406b7249819e6e7e8dd784be311167ca20808f64,1004.816837,2,0x8f20040d4a51081aa63d658c4ed1e29790761f42,1504.933836,FALSE,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,2961.952653,FALSE
0x1548f45fcb9dd8eff2563ac959576bb6cf77d578,0xf64317ac54281b886521bdd7c627b92b74af006d,6049.196367,1,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,24320.33489,FALSE,0x9696f59e4d72e237be84ffd425dcad154bf96976,12663.36693,FALSE
0x157d3362334c32351d9fa2a4bb255aae253fded3,0x158fea4a741722968dda540285259178ed2751de,866.4687296,8,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,1083.858097,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,1260.943927,FALSE
0x15af4669b07525014a2f444429be35b55818c35b,0x891da295c79207054e9a14678f8d2eabef77a2d5,980.8220567,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,2001.564992,,0x2602669a92fccf44e5319ff51b0f453aab9db021,4124.961595,FALSE
0x15af4669b07525014a2f444429be35b55818c35b,0x06c3b1f145fb67e45d6966ea56887dc20a4486e5,979.98579,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,2001.564992,,0xd152f549545093347a162dce210e7293f1452150,1479.302059,
0x16328005952e0d8d39199303faf4f8ca2267bc8f,0x706ffbfbac09305b1d2884a1ac9a312cb4da7c71,23427.64191,6,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,24722.84942,,0x5ecf09dc8bd786cd4f80a1d73fd64b1f8537797e,28490.4567,
0x1666c71a6a39be41630b266e0424b52275dd2f78,0x48b7f83260062bf244bca31dad69640a7bdcef7a,4213.933981,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,9502.404192,,0xe8b5ab492fda59b1fbd38a4612d81a1973e6b455,4600.90545,
0x1666c71a6a39be41630b266e0424b52275dd2f78,0x53bad4b99b60bfdf1ac25bf7c8e76cff9b9ba4eb,2847.074293,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,9502.404192,,0xe8b5ab492fda59b1fbd38a4612d81a1973e6b455,3963.029201,
0x1666c71a6a39be41630b266e0424b52275dd2f78,0x27bd4bed1c49ab198a32df703b02887edec6442a,2205.20286,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,9502.404192,,0xe8b5ab492fda59b1fbd38a4612d81a1973e6b455,2641.766647,
0x17269b6a683f7a7f66e355dc4fcb0b12bea2565b,0x8d4dad086865ffe8eb0d3aea8918d251df104e36,285.91255,1,,598.2036338,,,464.8408833,
0x174366b47dcf0077c9ffedb27666c105393c0483,0x786d9fb45f9f46783e0052bcd0cc8740dbd28fe8,1777.404013,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,6943.596965,,0x7d7e81fdb68d9f45e095b3ff3e3507148d1c5270,3214.739356,FALSE
0x17a8e015ec814d9f1552e4de75403231f0091cd6,0xb995a6c629b7089172b02b3a12a2f4abf706d261,4.902934692,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,36.87088844,,,4.9018816,
0x189091fba73624b65f69ab17abdbd4f39c8f6ee3,0x24caa415d4b4c845bea5a7fabee396c9b0e122de,740695.6529,16,,,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,4889207.577,FALSE
0x1a21bffb4b07a015534bbeb4ae1243252a457325,0x7c4e46b9bb61a9b0d8cdf4b17045c4ac599e3e22,1489.541361,7,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,2441.054323,FALSE,0xb4be28b8a8554715b88b929e6e35ff0010e677f6,2405.868096,FALSE
0x1a21bffb4b07a015534bbeb4ae1243252a457325,0x1a414243914d3a8648e7ec87dba53ab43a195633,421.3281051,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,2441.054323,FALSE,0xa95b83af96d0b8a90bd507f2bd82ad8f3dbb86bc,424.6067175,
0x1ab5fa3a30dd11e705af6a96383f30062376bacc,0xdf35eb1a3b574d198ec84c4b85429e7a27ad5f21,5.130454831,1,0x8f20040d4a51081aa63d658c4ed1e29790761f42,5.069655,FALSE,0x1ab5fa3a30dd11e705af6a96383f30062376bacc,439.0945265,
0x1b4adb66dcd62898a6156f449fc98665d70e8dfa,0xb6148966c6246b75a502c528b743472a8bbd2a59,2132.943564,40,0x73310271959ac5735f49ea916910e778bbbe7b02,11822.15818,,0x0edd2dc8a7f2bc4526fb1862ca730c32a0862c4a,40832.04551,
0x1bc59ca92ce8a000d4a08d82709df41c001200c8,0xaccc3decbb3e19b9d844b28bb1ee6e4c851e91e6,6.390784341,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,26.36061994,,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,6.741727888,
0x1bd609077307547515b6e50e19c1f0a9655f903d,0x40eaf413d36d9be7a1699e781d34856a5c82ae8d,24542.3195,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,25043.27722,FALSE,0xac8b87378426f21bde3775c6d30252b9d92935e2,56479.82197,FALSE
0x1c3b8176f01ddaf6d45961db6099b29e0e386ce7,0xbf9f9febab9c46c22416b95768680b67ec962a22,97.96384617,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,103.1244335,FALSE,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,103.1843566,
0x1c57e9fdc71018cd4784442c3b33301d630f7381,0x0493ddc5ea9d65363d3729630f413c6fd099b852,36724.56708,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,59492.67574,,0x68773d6a36c5218cb756fb23e329b275ccbcc1b2,142707.0251,FALSE
0x1c57e9fdc71018cd4784442c3b33301d630f7381,0xefd3a149dd2f96c1eba8c1bccb817702a76bdf39,21571.29707,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,59492.67574,,0x505e71695e9bc45943c58adec1650577bca68fd9,99436.49783,
0x1c8a340925c3d369554ffa9e228122b9fdccba07,0x0dba8edaa2591d46c13abcbf0d7496076e67b122,8373.278276,3,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,8515.437589,FALSE,0x7f92c0eb5765fd0a97b9f227ed183c7397234fad,8381.990322,FALSE
0x20655179c6874b15e80fe5c18c6e9c0b6a8f2320,0x7d445481bb19102cbe886f1284bf9a2fbc3ef487,3139.216752,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,3203.654285,,0xcc204b357f0934c2b2d5f8df9a866fa6f8d94d83,3139.462441,
0x20feda2670d61fc6064466bf4d1fee569ae7b72c,0xeeeabe088e34882e1fc1ae469639a4baf25ac10d,16235.78807,3,0x73e23cdf319dec72eeb361dcc42b1085363b18cf,41342.92252,,0x41c48390e4ea0b9c579654695cb05017e6d591c8,59938.79802,
0x20feda2670d61fc6064466bf4d1fee569ae7b72c,0xf6cdac9324d53320bc6aae57d4e14757855fdf4a,10005.16395,2,0x73e23cdf319dec72eeb361dcc42b1085363b18cf,41342.92252,,0x1ebebb17d7bf4df075e251488196764ed5ba5a32,10005.17016,
0x20feda2670d61fc6064466bf4d1fee569ae7b72c,0x41c48390e4ea0b9c579654695cb05017e6d591c8,7773.68561,3,0x73e23cdf319dec72eeb361dcc42b1085363b18cf,41342.92252,,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,42044.71152,
0x211204bead4f248df5270648d2cb160bba7a5071,0x7b311571af50fa5b6b5d9a7638f7b9cfb106956b,2846.23839,13,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,3219.094201,FALSE,0xb404247b3b016ae4839b35d7e4f6d6a911a679fb,3016.530559,FALSE
0x2218cdceec52b66bb95f7f87cbe6864719cbcfce,0x4b105c92f0e3fafe73f29c276db0a9e9f8ee754b,1316.919884,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,1921.473832,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,4528.112928,FALSE
0x2218cdceec52b66bb95f7f87cbe6864719cbcfce,0x35169a7d9c81d9e4b4c58dc1d2f4851174ea4c8a,554.9847967,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,1921.473832,,0xb804a1358345a7f4a5a5637911580fc24cb0e985,724.4786421,
0x2272c03600ff3abfcb1d3186d62fc014fba2fde9,0xa237721ac327fdbfb2a4f337a90097d107906406,3544.773379,1,,3544.773379,TRUE,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,13120.17169,
0x22d1933f92e9342ed2f7e34a49457d2f26fd647e,0x6b696d2f58e508ad45097ca4e29bf32d62a12445,36304.77061,9,0xd24400ae8bfebb18ca49be86258a3c749cf46853,336832.2167,FALSE,0x9b64203878f24eb0cdf55c8c6fa7d08ba0cf77e5,75626.30191,FALSE
0x234ffa8011f4720ebbedb44f2c329a732fe96e58,0xb5c05ec4285c176f8fa20f1b69c1daaf13bf0038,13310.48988,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,20949.75833,FALSE,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,89231.93673,FALSE
0x241b0df835d1c6eb45e56c140cfbd4d76bebac36,0xe1c9454694af290efa6e9d7c03dced812b36766c,4945.518957,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,5054.76441,,0x46340b20830761efd32832a74d7169b29feb9758,11727.49682,FALSE
0x24398e195f0cb0314f53671f4d399aa1d9374e85,0x7b095c73c78914733d8eecb7d295d9cb222afe00,709.0105469,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,1497.653164,,0x24398e195f0cb0314f53671f4d399aa1d9374e85,708.6320325,
0x26c24e9200135283be1ac422c0448da5227f5800,0x5ad1ba80c9514227ad40ca4122341910bd74d75a,9.805252637,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,10.3077935,,,9.80399399,
0x27265c817b84be0e0405931d475ac8be0cfdcaab,0xdec04a54d12a5c0d2d1ebdefa780e4813eb7c0b9,44375.54272,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,109999.7194,FALSE,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,83611.96094,FALSE
0x28a5efcafa08eab33a5d48a8f592d872788e8bed,0x2f0b15e78ec493d34adf8f04eb463babd05378aa,12180.34499,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,89838.90787,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,12206.3656,
0x28c8f8eed82175140bab863b5916a0a10cb1d744,0x7f2dd46bcaba74f4c53591919fe93fb2cadc6541,1890.566106,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,2012.623743,FALSE,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,1894.420471,FALSE
0x2966ae517c036198631586339508b0e7958aec76,0x970932ebcfd21aa27a3b2fb17f44e5bd08469321,217.3447274,2,0xf69daf33465e786e033ee224b43729b0253f4ff8,1266.83378,FALSE,0x6596da8b65995d5feacff8c2936f0b7a2051b0d0,5425.579472,
0x2999b7eb6826517962c10346c6a5a0a6abc858bc,0x269b8cc3cc7278b60de260c05b1bdf713eb4f206,9648.613651,1,,9847.580262,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,12711.51599,
0x29afa5d57bcf152374e1aebf34c4ce8534c86bd5,0x899d5d1544c42829816c74cd5e321879c018feac,538.7388096,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,1732.871334,,0xceccf9703373ebef11f875b3c92dd95f4efb8203,7390.362257,
0x2b3ea52d1542b31c3724e7bcddde24e8e8aa8a44,0xbc8ac2ce257e0d0ae89a2de7d2ac7f907aa21dad,6177.95697,15,0x9c9b9cb7865f8ca1bb2baabbdea7e196f1a9d28e,14851.49756,,0x7bd95c84ca83e4c982298fdef74fe1c55c8fe120,29151.6711,
0x2d80241e7ae346781c36d33b8ac14b8c47d586e0,0x5b8dee9d92d06bc6e2e4cf82a4fe26acbe5a89e0,141.1841978,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,147.343009,FALSE,0xe6fa688c09e196a8f9d08911df84e3b5f350e507,141.3288279,FALSE
0x2dd2cfd3a2b54b34926d96b725eccdcd0283b63a,0x3c2e484142c97bb4a0824cc0021181d187985760,11178.05122,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,15278.15611,FALSE,0x354e9fa5c6ee7e6092158a8c1b203ccac932d66d,18896.29774,FALSE
0x2f4e418b74a4a111df6e0f0a1d59f81946e776f2,0x2d3e5e07a6fd6a2088fbec529336db296f1a9480,1490.242762,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,11037.62191,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,1494.447054,
0x2f658a51f7bf9f6aa1eb40622e99f63b18f2754a,0x38f1838f2cbcb43ca6f7f9194b31083a33c7e1eb,10007.18286,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,10213.13179,FALSE,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,17711.47513,FALSE
0x305fabeed9ed448af0d96ebf5c0c6a86b8fbb6fa,0x5bcb57a0fba7102e3e241a3cee6c484743a8d0c8,4829.257439,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,11042.58024,FALSE,0xe6fa688c09e196a8f9d08911df84e3b5f350e507,44739.07493,FALSE
0x305fabeed9ed448af0d96ebf5c0c6a86b8fbb6fa,0xb176b229572f1e4f38f4febeac9758ee4f30ba9e,3353.563758,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,11042.58024,FALSE,0xe6fa688c09e196a8f9d08911df84e3b5f350e507,3357.228962,FALSE
0x305fabeed9ed448af0d96ebf5c0c6a86b8fbb6fa,0x7a5a5e8ecf13bbc0ec3324a3ef04aadf659c0008,2134.71003,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,11042.58024,FALSE,0xe6fa688c09e196a8f9d08911df84e3b5f350e507,2135.322582,FALSE
0x319901b1cec3b4c4e64723b010abca037ec28433,0x53b14d7fe2fecfd2bb2829d242b7f7783e82071c,980.724465,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,999.826999,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,986.0468447,
0x32915f32f43a89d87cfce6d14ea43b0f412fa9ca,0x466296588d9bfa1440fad35e09474c234b5edd3b,9804.852611,3,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,10021.68914,FALSE,0x32915f32f43a89d87cfce6d14ea43b0f412fa9ca,20258.5523,FALSE
0x33273e9dce9a54bf3a1842a6710682236202a67c,0x0a6a52231034ea0f0aa8e8a5426fd8ef7a245da4,1603.143524,4,,1635.97421,,0x1b4adb66dcd62898a6156f449fc98665d70e8dfa,8419.506048,
0x3674f88e08935d273a0497dc9f267a9f0beab59f,0x336d9b53d230f4daab7afe91e6645cbee7c4be1d,352.8639744,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,422.1208604,FALSE,0x4d15562b7f1ec10bb01ee01c571b832550807a35,709.2209731,FALSE
0x369ade34038082a7ef75d895eece77e4776a857d,0x6b696d2f58e508ad45097ca4e29bf32d62a12445,24361.12984,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,26542.89776,,0x9b64203878f24eb0cdf55c8c6fa7d08ba0cf77e5,75626.30191,FALSE
0x36a4739d0f14f8381047db2cf03b8592ac929717,0x6f3111e9a5902086248440945ddfb0788c6fcbb1,58.8667478,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,63.26648,,,58.8619752,
0x372ca211e8bea2029c33ebe142a6514c900ee05a,0xacfbdfa3c0384d5f9a1d42502d86770fe3854d3e,10303.43086,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,10513.07661,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,25266.94569,
0x372fe0006c95cb2c1cf443b57c9b9dcaf28930ab,0x7ff23ac81848a0c5050871adbdf0b539b97e5d4c,86.49311989,1,0x253dd57300904225762960755b7662e6ae06492d,188.9274,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,855.5227143,
0x37e3aeace2db09691739ab2ff40c2a14ae3c894b,0xbf432f4e819e9df56f2037f08a8fe71c64843a62,3165.906657,2,0x3c783c21a0383057d128bae431894a5c19f9cf06,6720.645719,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,4151.708303,
0x383f55cc1ad7e98fa26243ac7349671c31eb49d4,0x26e477f8caa9c17536ba13e03c27808b0ebd9b7e,2453.414687,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,4554.205963,,0xa080b1426ed599ea3d2bdd01d816cfa86d0e5264,11623.17492,
0x383f55cc1ad7e98fa26243ac7349671c31eb49d4,0xc89c33141f7033b225dd4c0f1d8cf4da45ebe911,2001.427612,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,4554.205963,,0x1ebebb17d7bf4df075e251488196764ed5ba5a32,2001.432347,
0x38d6dbed936788882e12fdc964c2f385fc333a87,0xbb2d4d97bacc8505bb09bc8edd3b2abc392dfa8d,30321.00811,8,0x635308e731a878741bfec299e67f5fd28c7553d9,204964.7757,,0x41c48390e4ea0b9c579654695cb05017e6d591c8,112251.8809,
0x3a154a0500cfd88b9fdc203c1cb26ebb1fe5597a,0x431b09c00aa54da02509534e5615a3b209d466a9,164345.1613,27,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,340924.239,,0x9b79cc64cd3e5ec86d951acb27ddbd9ed660cd07,164411.9575,
0x3c4eb6fd42ef9ac0e01884602ebded0bb8b5edf2,0x1b9d575d97abfd67694d4cbd19df17ea2766d8d4,57474.8331,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,283885.8705,,0x3247f6b66f24f672eacf52080e0381fa45deb307,65132.22673,
0x3c4eb6fd42ef9ac0e01884602ebded0bb8b5edf2,0x4be22f6a8102e27d3575bd5d1361d996fe3e2217,34377.57533,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,283885.8705,,,34354.06609,
0x3c5eca43ed889019b99cfb913deacd7ef4729a63,0x57f99d4ae7de64e07b9f5930420717ec425416ae,91.85904352,1,,198.5136076,,,91.85904352,
0x3c8e06c27db2567bf9258cc011bcab622e5fbcf5,0x3ee5533477a0c887c5ef39cfe73b4c73a4f1f485,9594.289961,1,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,19900.45331,FALSE,0xf32682d5f99ba4143532618d6f516859a055ea06,220190.9624,FALSE
0x3ceffa367336101fc2485f8ba3a02508767194c1,0x8e11f20d187bb93e87b8cdc963c55073bcd348c7,4603.615333,3,0x016606acc6b0cfe537acc221e3bf1bb44b4049ee,28420.33305,,0x0938c63109801ee4243a487ab84dffa2bba4589e,27936.04985,
0x3d753c98039b4e34dd5dee14dd7a8b92f18de1b2,0x523654459cad63f498681e2afa7b95ac2df218e4,980.1570858,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,1620.396497,,0x9b79cc64cd3e5ec86d951acb27ddbd9ed660cd07,1632.232715,
0x3d753c98039b4e34dd5dee14dd7a8b92f18de1b2,0xe60dd48c3898c9ab1e09e1efcf39e0d60324c6d0,588.0028665,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,1620.396497,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,591.927892,
0x3dd49f6e41c1a949008cb4c423f4e51068ca61dc,0x47ade6f98083539e28086d7d95c91dff9094d225,6892.722877,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,17598.61088,,0xca4d48985b6ed76d2f5a84358fda3122f7f7521f,17795.62429,
0x3e1a60229ff226ff4aa5c20c903523a52ecfd9d2,0xe552cc2aa5d398e9829c2085debe707632659a69,36451.41145,7,0x4cffb1e55422d03671057c35431d3d6ecc64fd52,137547.4062,FALSE,0xab97925eb84fe0260779f58b7cb08d77dcb1ee2b,41203.00493,FALSE
0x3e3352b898006f6b5ed98eb341e4cb12d61d3959,0x0a6d657af6fdc1db8bc1dbac8e65d7e47f375180,686.5523035,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,6689.886541,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,690.443983,
0x3e50ba57377d85fe14db9e843800daa598e1393e,0xaf53511fb2e776d8a3e51258ff0d3fec2fce4d9a,31782.03588,8,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,221029.2756,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,31739.66094,
0x3e56d0ad059fcc7951ea4e2a0ced516e7642d2dc,0xbab00f8334934d864301a5cd7d0f8bfe39d03021,264.6419391,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,300.4207755,,0xa95b83af96d0b8a90bd507f2bd82ad8f3dbb86bc,295.0094511,FALSE
0x3f42ed1298979ab53452474c4fea2ab5462f53a9,0x7cb51a7cd546e6c212d2838ee649bd6554c878c4,18847.95816,2,0x73f5ebe90f27b46ea12e5795d16c4b408b19cc6f,54527.84416,FALSE,0x1b5b4e441f5a22bfd91b7772c780463f66a74b35,65967.75481,FALSE
0x3fdb508ec68b3506aaeb3518eb0d77b69355f2be,0x56843eec55bb9ee8eabebb58d49caeffcf9a68c1,110.4590739,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,251.2369098,,0xaf1e33f8153f25e304dec5cb544b5b6ccc5520ed,110.5657742,
0x40317bc208f5022e5f96f88bee6820439aac00b4,0xcf18d7a83e75dad33205c3e7968f141295871c42,2663.859935,2,0xf89d7b9c864f589bbf53a82105107622b35eaa40,13407.93753,FALSE,0x40317bc208f5022e5f96f88bee6820439aac00b4,20213.36114,FALSE
0x40e9e0cfda0418cd399fbdf217ee6c06e739c0a8,0x5ab5fb16056374dfabedcd8b9c98ac0989c912ab,3998.846197,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,8191.10195,,0x6cbe999d2a7a80ca54cd0ae395b13964e9138fb2,3998.31565,
0x40f99f3ddbfdfc6fcc8c3debc2ec0ffa8d1bdddd,0xd61436292df30945776038454c9d6263834ffc91,12327.55939,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,19649.80931,FALSE,0xb64a572c13ca350a4e9550bc8c710ee5a5b4164b,73938.4212,
0x40f99f3ddbfdfc6fcc8c3debc2ec0ffa8d1bdddd,0x46173c30894eaf31a427644761eb3c00a49595e9,3962.987671,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,19649.80931,FALSE,0x0c9fda4b9ca01379a4c2bf8c423f07622c08b781,8544.97717,FALSE
0x4143af1e7d92b375579ec1a3165d5d6ca3c84de6,0x296b63ed194366ad84d31f3addced21338f05949,3044.603517,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,6207.732,,0x135417ccea4182615ee2e633311d45a761c9b3c2,3069.879184,
0x4143af1e7d92b375579ec1a3165d5d6ca3c84de6,0x84ac7d60f199ae10d19c48b33bdaf88571ce58c1,3036.487403,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,6207.732,,0x135417ccea4182615ee2e633311d45a761c9b3c2,3060.621696,
0x41c48390e4ea0b9c579654695cb05017e6d591c8,0x57dcb895134b05c3f0d1f6605b66efe183fe55d2,8891.626333,14,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,42044.71152,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,23196.95282,
0x41c48390e4ea0b9c579654695cb05017e6d591c8,0xeeeabe088e34882e1fc1ae469639a4baf25ac10d,4579.434934,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,42044.71152,,0x41c48390e4ea0b9c579654695cb05017e6d591c8,59938.79802,
0x41f2a71a4db4c636f79c1c3c1a8dd95f45240dde,0x720087fa3202a11a38d59ecbc7d8ce715a92da67,432.2329874,2,,2596.551272,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,9993.97584,
0x41f457a7b68e6dcfb345d890ca3c74c6377a8a50,0x2eea198b1afa511b6d97e38acd5cba990f3fced9,93044.34043,9,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,296578.8807,FALSE,0x6596da8b65995d5feacff8c2936f0b7a2051b0d0,223161.1789,FALSE
0x4392ba8aa612d7f9ebd798fa3cc0ab00dfb2b344,0xb04cef4385866895714b95b4125160d8ac06b8e8,3656.551731,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,3817.614931,,0xf6d4e5a7c5215f91f59a95065190cca24bf64554,28683.83229,
0x4444e483939a7f010d9ea3c1259f17f9a5975f49,0x9771cf981fa9b758015b4cfc765181e998ef0ac4,1961.399277,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,2003.29076,,0xa7ca2c8673bcfa5a26d8ceec2887f2cc2b0db22a,3898.520286,TRUE
0x4452839cb4a591367c6dc49343ba651cd351c718,0xd0f62643415471b347ccce8f0c0084a477aab1d2,2943.570112,4,,2940.88494,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,12645.88895,
0x44c0991e2229210a5ad250e89d30e5bf1f950638,0xcf796d32ffc605190b6b8cb030232a03af62ecb7,28456.42477,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,42585.33807,FALSE,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,28389.82417,
0x44c99bef37a2748273c92936ebcb431004579cc5,0x720087fa3202a11a38d59ecbc7d8ce715a92da67,7434.718218,18,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,11089.82861,FALSE,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,9993.97584,
0x44c99bef37a2748273c92936ebcb431004579cc5,0xe1fdf1ebeb4cda6647a0ccf05c728771ea16fc2d,1972.842319,11,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,11089.82861,FALSE,0x44c99bef37a2748273c92936ebcb431004579cc5,2576.953605,FALSE
0x4548f164a10e9f70eaa7be64db852aa86618306a,0xc66cc81738ea436397e07a2d10c9926c65931daa,845.5225044,3,0xe7804c37c13166ff0b37f5ae0bb07a3aebb6e245,1815.174371,FALSE,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,37180.64868,FALSE
0x4561ab12ec242658b1272a5f5f080031413a5df4,0x9835c00b9ab295ca3571ee011204c60bbe43d0a0,1011.131705,1,0xc066ac5d385419b1a8c43a0e146fa439837a8b8c,5099.634754,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,2039.89154,
0x45f99eef19cb263d20327266763ab9b72e7c910b,0x06fb25498bd51c08e1af8dde107b206d3d93dcd4,1170.438393,3,,2329.278883,,,1170.438393,TRUE
0x46a41866b523b5ccf25ff05c9fdc9ff751135e73,0x4637aca6403111de3a5bdf2d792791b62d80b646,32393.57211,5,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,33578.06397,FALSE,0x7f92c0eb5765fd0a97b9f227ed183c7397234fad,32406.22899,FALSE
0x46b8dc7b3aab584f85e5fbe6ecbc140508e14f99,0xcfbaa8f42fea76499429d6e294d13cf07c21a7d7,169.5927411,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,709.6438051,,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,173.2046668,
0x4854c2e33f3391627a7b98723e7a5e51155504a5,0x002b9cb9dce6256167b55588ce25be975c8efa4b,46679.92594,22,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,196721.392,FALSE,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,631825.9851,
0x49605f1146b94d92f6d8c156be6eee54dac8ce40,0x2dac41736bd1c5f7373c4999df3c4ed30007b913,308.9033262,4,,360.395147,,0x8b0efd454f9a61864a1b140a1352df5305c835b8,317.8695346,
