to,contract_address,total_amount,transfer_count,token,count,to_funded_by?,to_inflow
0x16103ffec8f104d9c90a278163bf902eeb5df225,0xe2ac107cf3ad1785337afa51533dd8939ca10223,20800,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xca01d78a51ba10c2b53cdb22ed18cc9b505df225,0x4fcf169153b0663bffadfcd2a228074acfe5594d,20800,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbf096446cf10caa024296f7d468c29559e4094e9,0xf43ae7eff29ac2f985457f0a0664c8da0071313c,20450,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xfeaea2e482851c0e83d74014ad8c65a16fe5597a,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,20200,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc52ed1d746bcec78dc585c608c8b492491135e73,0xde1566b0b164a6d6171a774a79d2c29c185bdd9b,20080.32,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x68e2ba724b3e58d935ea1648cfe6c250a3a70be4,0x55d398326f99059ff775485246999027b3197955,20053.84,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x68e2ec6d3a697d9ac584bad505d57446f8320be4,0x2b7f5cd56918256510031392c6aff76358c8c1cf,20053.84,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd852537a0fe7cbd5d9ea5670871e6a54e3db1050,0x5b56af042ea0f238c94ef83931e12179dbaf6ab7,20000,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe26285f747cc31e378723b0b68e1dc3583db1050,0x98708c0ce58e7b5e171181e0a35fae8b84c40f45,20000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe26285f747cc31e378723b0b68e1dc3583db1050,0xea6102f639c72306016f64c6b001f97a63d71ae4,17881,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbf140079931a6319fd53bc976cc906fcbe166dc4,0xe96d2fe1088dbfa780bb80227564df8c7bc99103,15000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x44e4810d6b4c7a75a930c810c49e9f4a9407310e,0x55d398326f99059ff775485246999027b3197955,15000,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x9e7b839cbd4c1fe7391f1d5a434ff5e453efa687,0x60a6bd492a71e1ad54e79297bfb65a4ace6812b1,14012.74,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x46a4262e9efb60f6454cea629cde1aaa5c495e73,0xecbbdcfdc692c5259bf2f3e334daba44142a0542,13477,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4a6b1acc6efba61013a58569f7e34214d1135e73,0xdcaf12552a6fa4a4ad1b0c087c10afbf3652f98d,13477,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x89f401e58f73d45cb5e5b7553f72a4ce546b60b3,0xcc5bfbd7b2955ed37dae3db8c6fb58876021293b,13000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x702a17aceb2062df6da4e9af6b3a34cfe316d2dd,0x2b7f5cd56918256510031392c6aff76358c8c1cf,12752,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x702a48ebe824edc449f2ba0a20779ee39d12d2dd,0x55d398326f99059ff775485246999027b3197955,12752,1,USDT,1,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,57328.15616
0x686aa555537003a768b5a8ab4b38b1367515483b,0xc5e653d444e294fb6e34c57cfcd48823e58ceb4f,12738.85,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3b6127cd2229e739dd3d9524a971135f38ca61dc,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,12674.27,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3dd49f6e41c1a949008cb4c423f4e51068ca61dc,0x55d398326f99059ff775485246999027b3197955,12674.27,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x59ac4145cf5c5a3ae3a5c00e0aabf365757aa1ad,0x17de63be0339e3a855563f128dacc35a9898fd43,11845.39,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x98eaae03a85ccc3c43e40dc504791a8c4ad54d29,0xf03c7c01555c70f91aa4f396a23236b1ac85e0d9,11766.27,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4c316995ad19bbe721c6a9c6ddd8925c44e4184e,0x55d398326f99059ff775485246999027b3197955,11022,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x49021b693054bb37a089e9c0f31551fda0e4184e,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,11022,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2608fdc1683014d9fda7dc42d989cd0774e4184e,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,11022,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4c311440670cacce527b3e2101ef22819963184e,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,11022,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x49fbb7d240e7cbe08827db15c6ae2f449ad103e2,0xdd71d2bea1c6515d9bef61b35427a522582da932,10920,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x49fb8b433a097fa37a7d2683e8b1cc8901ea03e2,0x55d398326f99059ff775485246999027b3197955,10920,1,USDT,1,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,151062.074
0xd01cfc4e70848dfa923c75ebf6eae5e6c562fd01,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,10746.27,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x55783dad36d088e8bf16f1e34eed7e1b7f54fd01,0xcc5bfbd7b2955ed37dae3db8c6fb58876021293b,10746.27,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5578111ec6c0c6a961262f2fc334a82d3562fd01,0xcfdf3b2484b1b438bed5816320f72b29ed216a13,10746.27,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x873af349c1bfe6623b0c90a716a24f07b93e4488,0xad9cee1eae4206e02b5c71fa8544b317fc5cc3b1,10463.58,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x98ce98f2f557a32d9fae6ecd23ef337817504d29,0xe9f2d02410c24b42bacb5c1fcff6357abff3f46f,10450,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2f65266d3398da585de903bdb541f7b2b168754a,0xfdcca677e59c138fda21055057f57c3f9adf7656,10204.082,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2f658a51f7bf9f6aa1eb40622e99f63b18f2754a,0x55d398326f99059ff775485246999027b3197955,10204.082,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3b2aafc6f85cb51efe5cd3715cd85a1618f2754a,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,10204.082,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2f6595e8ba95d050a52981488eda267adf90754a,0xcfdf3b2484b1b438bed5816320f72b29ed216a13,10204.082,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x906de9c418ac0f60479cc6d9e64524cee4504d29,0xf018bb85a8675e1241f6d4ff66b5c05b979108e0,10063,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x98ea20837714d26370ae74d6296496e99b504d29,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,10063,1,USDC,2,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,226272.2731
0x98eae8907bd60683c37e7d5f38aaaddd7c514d29,0xe45ecd651fb0f8c1697ace0871130aa99a7c7855,10063,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbf096446cf10caa024296f7d468c29559e4094e9,0x622ad8cbf7618095820369efb51bfdfe7cfd9885,10000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3c8e06c27db2567bf9258cc011bcab622e5fbcf5,0x55d398326f99059ff775485246999027b3197955,10000,1,USDT,1,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,19900.45331
0xa39e6f04ab1d7970a002b16bb04548611187873e,0x74b822958089cfd43d52bb29f058a24cb5a3a07f,10000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5825c940877767a20f5e3e98d98206fc765e1f24,0xcfdf3b2484b1b438bed5816320f72b29ed216a13,10000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x378ef246410798c2254ffc32ce167d3d999d06a2,0x89418be44acf3776dc22d690cc4c85311076e8cf,10000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x58259c8cc4201f5e9720272a85a0d9f857bf1f24,0x55d398326f99059ff775485246999027b3197955,10000,1,USDT,1,0x40317bc208f5022e5f96f88bee6820439aac00b4,11537.93728
0x234f2eb845fe80ac277bba9827b0b42c5f636e58,0x34cd04f0ff48bede73e9c2866dc54d959ef9040a,10000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xba972f972ecd38d7156964ed191bba3eb6f494e9,0xda3139cc4c27f78e2ef08799daf3390f1e96289d,10000,1,,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4bbcd0388b22c18ca9a41265cab3eb3a4409951e,0x07672f5a5553249d65a20d05e1aca78924fd5476,10000,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe0cecd4fd217589346458c83a3dfaccc0d1a86c5,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,10000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x28a5d005b95d325e03ed032c1f462a60c3ca2bed,0xfa72cc568eeaf1a7ceab9e6738f13b77955fc6fa,10000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xabf21b72e05e9bd2a881f0d51a58a3ab73ec873e,0x1a940f2e4cec859a250b0d188367565637130fea,10000,1,,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xfa5ab3c65d8372835e82bed51faef6e48e3be2a5,0x55d398326f99059ff775485246999027b3197955,10000,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4c02cd26b784bae6d40bd1f4f12aace86b8e951e,0x56e0267b4e1614b523002da7a2da4de70f3bdebf,10000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5825478baa22d0d51acf2689145db66d68041f24,0xcc5bfbd7b2955ed37dae3db8c6fb58876021293b,10000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x29443c208a4ef867b6b74c4c130217d1528e8bed,0xa71fab7943cf150a88cdff3dd9b0708c2d13fb3b,10000,1,,6,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x873e5d1cf74a3a061749a4bb96ed2ea8f52c2173,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,10000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x07ee57abe8adab3586dae52638594e67495d76db,0xae662f2a5e594b97a1919ee824fd722476597ce3,10000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xabf21b72e05e9bd2a881f0d51a58a3ab73ec873e,0x07672f5a5553249d65a20d05e1aca78924fd5476,10000,1,,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3c8e99851bd30bfd933102966dee9249196abcf5,0xbd168feab144eb2a1388eb9317e1176e10b751fb,10000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x878e1919202b58812d6c0ecb60bbfb64172c2173,0xea6102f639c72306016f64c6b001f97a63d71ae4,10000,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x406d368274406b17d85d9743169c30754d1bdddd,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,9990,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x40f966d070fd34d7b258d0a7f0907f440baddddd,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,9990,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf14386878a1e5e9756de4e988211b439ad1bdddd,0x8bcf67bb8c5f5f3a13dc28eb4cf9ed551fbb3c71,9990,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x9c49ee714b1cc4bcc4264c71df1bc04e3a5145d7,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,9970,1,USDC,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7e084956ee566c95ecdc3187f62e98f27f53137e,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,9900,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x69789086d082ac20367c9040165e52d4693b2520,0x55d398326f99059ff775485246999027b3197955,9900,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x68987fb18edc1d79283993046b16c4fb413b2520,0x07672f5a5553249d65a20d05e1aca78924fd5476,9900,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x69782aee2fc20715a93442da3c5321982dce2520,0xf8755dd9fd0260f00ea21b62386ac2a17822c977,9900,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1632251bb4b3c745324968dbc6c8ef9e7297bc8f,0xb248410db0ef5a6f69a031dec59468a5cee57175,9740,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1632cfc6371dbc38ba4b8eb4ed0222213f0dbc8f,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,9740,1,,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x16326eed631fa50e49a4d00ce587aecba1dfbc8f,0x56e0267b4e1614b523002da7a2da4de70f3bdebf,9740,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1ee83025d153ad3f4a0a2b319f416a5cf60550db,0x55d398326f99059ff775485246999027b3197955,9700,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1ee8a9c5cdfcdeb52659b4e6abdc0cbfe3ae00db,0x86e805b5de12e9543c1df8d97404690c347b5c35,9700,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xee1216e6fe41970dd7c567b94d125360c1148a18,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,9605,1,USDC,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb840990f4a8d8531d4862045ddda563bf4d5609d,0xf4f18f83a9d41251a3c7e42d56d5a61b071f4b94,9500,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1746adf3a90c6ea13b9280723bfff6c8e6dd2f78,0x07672f5a5553249d65a20d05e1aca78924fd5476,9500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1666ece3057528ee52a564b8da105c8cae2b2f78,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,9500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1666c71a6a39be41630b266e0424b52275dd2f78,0x55d398326f99059ff775485246999027b3197955,9500,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb5c3a85deaabe5c80734662a17ad5076e8d5609d,0x29b48ae2b2cd397a9d779db624d3223f7bdafb22,9405,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb840990f4a8d8531d4862045ddda563bf4d5609d,0x2e6a7957f9def552c73da829c147094467ed7af3,9405,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2385eecb747699fc7a9a469521145c5c61231c30,0x17de63be0339e3a855563f128dacc35a9898fd43,9305.21,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbab2e3065dec7821069e03efa40e396d98adfefe,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,9305.21,1,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x23858e99ee117d1b9f7bb0985b649cce8e0d1c30,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,9305.21,1,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3291ff6e521a1ffcf1a7526602bc00ca0417a9ca,0xdd71d2bea1c6515d9bef61b35427a522582da932,9000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf6dcab866fa5b9e496e8813bbd8e5d63ad747c9e,0x72f8a4eecaf292d73fc7a1f3a8e5d3133a5b5f84,9000,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf2fd0acb90e8327e1d6490c9c1e0ace148747c9e,0xf4f18f83a9d41251a3c7e42d56d5a61b071f4b94,9000,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x538b7294e8172f5429374e23d9bffbac1faf0af2,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,9000,1,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5007efdd9454af485d8ccd08ea2f01a3d9af0af2,0x1a940f2e4cec859a250b0d188367565637130fea,9000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xce1e4397274cda12b91c086ca7f78978a89b0b40,0x55d398326f99059ff775485246999027b3197955,9000,1,USDT,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3e50611324e500b059d9e936eb2a6ec6f54c393e,0xdd7f2a0b24316cb2061406d4c3156fb81f0380e4,9000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x538b4c3dbb8b6a34a0e29625cd7b7968202d0af2,0xdd7f2a0b24316cb2061406d4c3156fb81f0380e4,9000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc2a18d941624a6b83ff3692d0537ba0d259b0b40,0x07672f5a5553249d65a20d05e1aca78924fd5476,9000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xade90be75b10427a6e2f44f9f91b44fc3ab4caad,0x55d398326f99059ff775485246999027b3197955,9000,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x70d7b8b607f3f2b91d32007e00ff61eb0f86c73e,0x55d398326f99059ff775485246999027b3197955,9000,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xce1e468bf346be8dc62a182a7cdce5d411360b40,0xe292399d79593764e1bae70312f804c198a1e541,9000,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xaad68cfbcdcbd304d3fce3f0ee5dc32475b4caad,0x07672f5a5553249d65a20d05e1aca78924fd5476,9000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x538be2bf3f6d2a5062692483ff718b4b5d484af2,0xfa72cc568eeaf1a7ceab9e6738f13b77955fc6fa,9000,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x16326eed631fa50e49a4d00ce587aecba1dfbc8f,0xf8755dd9fd0260f00ea21b62386ac2a17822c977,8950,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1632cfc6371dbc38ba4b8eb4ed0222213f0dbc8f,0x0e64db7f94524c15bdc69793c78e57ac255bc4c1,8950,1,,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf911b3d6a8cfbda653fd4fc9ac0bb0356d421fc4,0x1a940f2e4cec859a250b0d188367565637130fea,8700,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf9ea68020e0bb503704a126a2eec1c03c7452fc4,0xfa72cc568eeaf1a7ceab9e6738f13b77955fc6fa,8700,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc4d4c68cadf013b4054a6b4147a4b8c78c421fc4,0xa5ba9b26c45c757909489502b2710bc5f3f457d9,8700,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf9eaca1d7907880104a50594cc414584fd421fc4,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,8700,1,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x9a9623de387da81c0db59f57ad9f4eb040546ec9,0x07672f5a5553249d65a20d05e1aca78924fd5476,8600,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1c892290ced450027ac76472dc21ab54df1bba07,0xae662f2a5e594b97a1919ee824fd722476597ce3,8500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xa937ebe367a594c278d92ebcfffada8e32c1494d,0x55d398326f99059ff775485246999027b3197955,8500,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1c8a335b1412fb31e7f3cffd3624ad4346c5ba07,0xad9cee1eae4206e02b5c71fa8544b317fc5cc3b1,8500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1c8a340925c3d369554ffa9e228122b9fdccba07,0x55d398326f99059ff775485246999027b3197955,8500,1,USDT,1,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,8515.437589
0x1c8a051c47bf5f914de75deccf236ea049c5ba07,0xecbbdcfdc692c5259bf2f3e334daba44142a0542,8500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd5511425fda9a5fb673044ce682ad3148dccba07,0xde1566b0b164a6d6171a774a79d2c29c185bdd9b,8500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc738ea2d896837f0127e0e46f0594e9c48a2084d,0x0dd0c590d19b8c076ac74527f65fa846059389fc,8248.74,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x345e0826ee012514317562f5494aa32111e2d034,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,7904.74,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4b89aa611fce30f6cfa774eb456cd0c404e1d034,0xcfdf3b2484b1b438bed5816320f72b29ed216a13,7904.74,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7587c2baf7b863d6d32d8fa4a8880729709ed4a2,0xf018bb85a8675e1241f6d4ff66b5c05b979108e0,7548,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7982c8f4218d9226e358ad624e4bd381630fd4a2,0xe45ecd651fb0f8c1697ace0871130aa99a7c7855,7548,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x6b699c92448fccf51944a6d2e9c3d694539ed4a2,0x1bd4e5f294a41bedaf0c5b2256658ef0cfedcbdb,7548,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd25ca3dfa193328a0b495860a2a547ad2083b63a,0x35bfb76e1dc8ee5a697c7c5ab883b209d37780d4,7500,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x378ef246410798c2254ffc32ce167d3d999d06a2,0x0e64db7f94524c15bdc69793c78e57ac255bc4c1,7500,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x378e274038b871210a6a92ec02772059342306a2,0xf8755dd9fd0260f00ea21b62386ac2a17822c977,7500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe407321ec10c0fe419896825780c9c7161583254,0xbd168feab144eb2a1388eb9317e1176e10b751fb,7500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe407d5f25b68b4f927c33d037ebbf93860d53254,0x55d398326f99059ff775485246999027b3197955,7500,1,USDT,1,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,7500.557265
0x2dd2cfd3a2b54b34926d96b725eccdcd0283b63a,0x55d398326f99059ff775485246999027b3197955,7500,1,USDT,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x88b905a80cdcd13ebaac359aecb2b6a4b283b63a,0x35bfb76e1dc8ee5a697c7c5ab883b209d37780d4,7500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3e50d5214fa36556ff07858fa3b93a2d0752393e,0xda3139cc4c27f78e2ef08799daf3390f1e96289d,7400,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xfeaea2e482851c0e83d74014ad8c65a16fe5597a,0x98708c0ce58e7b5e171181e0a35fae8b84c40f45,7400,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x602fcfd48f60f510336d149f4817fc3700e1393e,0xda3139cc4c27f78e2ef08799daf3390f1e96289d,7400,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x638dc18ded654e90b098734c82a4841fd0d50940,0x07672f5a5553249d65a20d05e1aca78924fd5476,7285,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x6fb99e05c2b41a56843a04aa43ecb03f44d50940,0x55d398326f99059ff775485246999027b3197955,7285,1,USDT,1,0x65818eb9ebd5becb8125a50f52541af2d8000a1d,7326.351636
0x6fb98aeb1b86f1ae4cefe387ac0620e7f1f10940,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,7285,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x876d12cbc2ee900c7842edc59c54a13fb7372173,0x4fcf169153b0663bffadfcd2a228074acfe5594d,7276,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc746e27da1462109946c9db075c68ba20c2c2173,0xe2ac107cf3ad1785337afa51533dd8939ca10223,7276,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2999b7eb6826517962c10346c6a5a0a6abc858bc,0x55d398326f99059ff775485246999027b3197955,7142.86,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbdac6b6d9973377b368de3bcf0bda266b9d95431,0x0e64db7f94524c15bdc69793c78e57ac255bc4c1,7079.21,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbdac6b6d9973377b368de3bcf0bda266b9d95431,0xa1ba55a57a146fe8d0ace791617de11cb743dc77,7079.21,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbf47ea8aaef7c0b045c880ae1f96b9a0c2925431,0x07672f5a5553249d65a20d05e1aca78924fd5476,7079.21,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
